Начало простоя,Длительность,Название детали,Поломка
2024-02-04 22:14:11,0,Нет поломки,0
2024-02-05 22:14:11,0,Нет поломки,0
2024-02-07 22:11:45,13,Тормозная пластина и дроссель нагрузки - №17,1
2024-02-08 00:56:06,6,Тормозная пластина и дроссель нагрузки - №71,1
2024-02-09 00:56:06,0,Нет поломки,0
2024-02-10 00:56:06,0,Нет поломки,0
2024-02-11 00:56:06,0,Нет поломки,0
2024-02-12 00:56:06,0,Нет поломки,0
2024-02-13 00:56:06,0,Нет поломки,0
2024-02-14 00:56:06,0,Нет поломки,0
2024-02-15 00:56:06,0,Нет поломки,0
2024-02-16 00:56:06,0,Нет поломки,0
2024-02-17 00:56:06,0,Нет поломки,0
2024-02-18 00:56:06,0,Нет поломки,0
2024-02-19 00:56:06,0,Нет поломки,0
2024-02-20 00:56:06,0,Нет поломки,0
2024-02-21 00:56:06,0,Нет поломки,0
2024-02-22 00:56:06,0,Нет поломки,0
2024-02-23 00:56:06,0,Нет поломки,0
2024-02-24 00:56:06,0,Нет поломки,0
2024-02-25 00:56:06,0,Нет поломки,0
2024-02-26 00:56:06,0,Нет поломки,0
2024-02-27 00:56:06,0,Нет поломки,0
2024-02-28 00:56:06,0,Нет поломки,0
2024-02-29 00:56:06,0,Нет поломки,0
2024-03-01 00:56:06,0,Нет поломки,0
2024-03-02 00:56:06,0,Нет поломки,0
2024-03-03 00:56:06,0,Нет поломки,0
2024-03-04 00:56:06,0,Нет поломки,0
2024-03-05 00:56:06,0,Нет поломки,0
2024-03-06 00:56:06,0,Нет поломки,0
2024-03-07 00:56:06,0,Нет поломки,0
2024-03-08 00:56:06,0,Нет поломки,0
2024-03-09 00:56:06,0,Нет поломки,0
2024-03-10 00:56:06,0,Нет поломки,0
2024-03-11 00:56:06,0,Нет поломки,0
2024-03-12 00:56:06,0,Нет поломки,0
2024-03-13 00:56:06,0,Нет поломки,0
2024-03-14 00:56:06,0,Нет поломки,0
2024-03-15 00:56:06,0,Нет поломки,0
2024-03-16 00:56:06,0,Нет поломки,0
2024-03-17 00:56:06,0,Нет поломки,0
2024-03-18 00:56:06,0,Нет поломки,0
2024-03-19 00:56:06,0,Нет поломки,0
2024-03-20 00:56:06,0,Нет поломки,0
2024-03-21 00:56:06,0,Нет поломки,0
2024-03-22 00:56:06,0,Нет поломки,0
2024-03-23 08:25:06,10,"Пластина и феродо, дроссель нагрузки и разгрузки - №20",1
2024-03-23 09:40:01,14,-,1
2024-03-23 09:59:06,20,-,1
2024-03-24 09:59:06,0,Нет поломки,0
2024-03-25 09:59:06,0,Нет поломки,0
2024-03-26 09:59:06,0,Нет поломки,0
2024-03-27 09:59:06,0,Нет поломки,0
2024-03-28 09:59:06,0,Нет поломки,0
2024-03-29 09:59:06,0,Нет поломки,0
2024-03-30 09:59:06,0,Нет поломки,0
2024-03-31 09:59:06,0,Нет поломки,0
2024-04-01 09:59:06,0,Нет поломки,0
2024-04-02 09:59:06,0,Нет поломки,0
2024-04-03 09:59:06,0,Нет поломки,0
2024-04-04 09:59:06,0,Нет поломки,0
2024-04-05 09:59:06,0,Нет поломки,0
2024-04-06 09:59:06,0,Нет поломки,0
2024-04-07 09:59:06,0,Нет поломки,0
2024-04-08 09:59:06,0,Нет поломки,0
2024-04-09 09:59:06,0,Нет поломки,0
2024-04-10 09:59:06,0,Нет поломки,0
2024-04-11 09:59:06,0,Нет поломки,0
2024-04-12 09:59:06,0,Нет поломки,0
2024-04-13 09:59:06,0,Нет поломки,0
2024-04-14 09:59:06,0,Нет поломки,0
2024-04-15 09:59:06,0,Нет поломки,0
2024-04-16 09:59:06,0,Нет поломки,0
2024-04-17 09:59:06,0,Нет поломки,0
2024-04-18 09:59:06,0,Нет поломки,0
2024-04-19 09:59:06,0,Нет поломки,0
2024-04-20 09:59:06,0,Нет поломки,0
2024-04-21 09:59:06,0,Нет поломки,0
2024-04-22 09:59:06,0,Нет поломки,0
2024-04-23 09:59:06,0,Нет поломки,0
2024-04-24 09:59:06,0,Нет поломки,0
2024-04-25 09:59:06,0,Нет поломки,0
2024-04-26 09:59:06,0,Нет поломки,0
2024-04-27 09:59:06,0,Нет поломки,0
2024-04-28 09:59:06,0,Нет поломки,0
2024-04-29 09:59:06,0,Нет поломки,0
2024-04-30 09:59:06,0,Нет поломки,0
2024-05-01 09:59:06,0,Нет поломки,0
2024-05-02 09:59:06,0,Нет поломки,0
2024-05-03 09:59:06,0,Нет поломки,0
2024-05-04 09:59:06,0,Нет поломки,0
2024-05-05 09:59:06,0,Нет поломки,0
2024-05-06 09:59:06,0,Нет поломки,0
2024-05-07 09:59:06,0,Нет поломки,0
2024-05-08 09:59:06,0,Нет поломки,0
2024-05-09 09:59:06,0,Нет поломки,0
2024-05-10 09:59:06,0,Нет поломки,0
2024-05-11 09:59:06,0,Нет поломки,0
2024-05-12 09:59:06,0,Нет поломки,0
2024-05-13 09:59:06,0,Нет поломки,0
2024-05-14 09:59:06,0,Нет поломки,0
2024-05-15 09:59:06,0,Нет поломки,0
2024-05-16 09:59:06,0,Нет поломки,0
2024-05-17 09:59:06,0,Нет поломки,0
2024-05-18 09:59:06,0,Нет поломки,0
2024-05-19 09:59:06,0,Нет поломки,0
2024-05-20 20:12:33,3,Феродо - №24,1
2024-05-21 20:51:40,13,-,1
2024-05-21 21:05:30,4,-,1
2024-05-21 21:56:41,8,Рычаг наполнителя - №22,1
2024-05-22 21:56:41,0,Нет поломки,0
2024-05-23 21:56:41,0,Нет поломки,0
2024-05-24 21:56:41,0,Нет поломки,0
2024-05-25 21:56:41,0,Нет поломки,0
2024-05-26 21:56:41,0,Нет поломки,0
2024-05-27 21:56:41,0,Нет поломки,0
2024-05-28 21:56:41,0,Нет поломки,0
2024-05-29 21:56:41,0,Нет поломки,0
2024-05-30 21:56:41,0,Нет поломки,0
2024-05-31 21:56:41,0,Нет поломки,0
2024-06-01 21:56:41,0,Нет поломки,0
2024-06-02 21:56:41,0,Нет поломки,0
2024-06-03 21:56:41,0,Нет поломки,0
2024-06-04 21:56:41,0,Нет поломки,0
2024-06-05 21:56:41,0,Нет поломки,0
2024-06-06 21:56:41,0,Нет поломки,0
2024-06-07 21:56:41,0,Нет поломки,0
2024-06-08 21:56:41,0,Нет поломки,0
2024-06-09 21:56:41,0,Нет поломки,0
2024-06-10 21:56:41,0,Нет поломки,0
2024-06-11 21:56:41,0,Нет поломки,0
2024-06-12 21:56:41,0,Нет поломки,0
2024-06-13 21:56:41,0,Нет поломки,0
2024-06-14 21:56:41,0,Нет поломки,0
2024-06-15 21:56:41,0,Нет поломки,0
2024-06-16 21:56:41,0,Нет поломки,0
2024-06-17 21:56:41,0,Нет поломки,0
2024-06-18 21:56:41,0,Нет поломки,0
2024-06-19 21:56:41,0,Нет поломки,0
2024-06-20 21:56:41,0,Нет поломки,0
2024-06-21 21:56:41,0,Нет поломки,0
2024-06-22 21:56:41,0,Нет поломки,0
2024-06-23 21:56:41,0,Нет поломки,0
2024-06-24 21:56:41,0,Нет поломки,0
2024-06-25 21:56:41,0,Нет поломки,0
2024-06-26 21:56:41,0,Нет поломки,0
2024-06-27 21:56:41,0,Нет поломки,0
2024-06-28 21:56:41,0,Нет поломки,0
2024-06-29 21:56:41,0,Нет поломки,0
2024-06-30 21:56:41,0,Нет поломки,0
2024-07-01 21:56:41,0,Нет поломки,0
2024-07-02 21:56:41,0,Нет поломки,0
2024-07-03 21:56:41,0,Нет поломки,0
2024-07-04 21:56:41,0,Нет поломки,0
2024-07-05 21:56:41,0,Нет поломки,0
2024-07-06 21:56:41,0,Нет поломки,0
2024-07-07 21:56:41,0,Нет поломки,0
2024-07-08 21:56:41,0,Нет поломки,0
2024-07-09 21:56:41,0,Нет поломки,0
2024-07-10 21:56:41,0,Нет поломки,0
2024-07-11 21:56:41,0,Нет поломки,0
2024-07-12 21:56:41,0,Нет поломки,0
2024-07-13 21:56:41,0,Нет поломки,0
2024-07-14 21:56:41,0,Нет поломки,0
2024-07-15 21:56:41,0,Нет поломки,0
2024-07-16 21:56:41,0,Нет поломки,0
2024-07-17 21:56:41,0,Нет поломки,0
2024-07-18 21:56:41,0,Нет поломки,0
2024-07-19 21:56:41,0,Нет поломки,0
2024-07-20 21:56:41,0,Нет поломки,0
2024-07-21 21:56:41,0,Нет поломки,0
2024-07-22 21:56:41,0,Нет поломки,0
2024-07-23 21:56:41,0,Нет поломки,0
2024-07-24 21:56:41,0,Нет поломки,0
2024-07-25 21:56:41,0,Нет поломки,0
2024-07-26 21:56:41,0,Нет поломки,0
2024-07-27 21:56:41,0,Нет поломки,0
2024-07-28 21:56:41,0,Нет поломки,0
2024-07-29 21:56:41,0,Нет поломки,0
2024-07-30 21:56:41,0,Нет поломки,0
2024-08-01 20:13:26,29,Датчик на подачу крышки -,1
2024-08-02 20:13:26,0,Нет поломки,0
2024-08-03 20:13:26,0,Нет поломки,0
2024-08-04 20:13:26,0,Нет поломки,0
2024-08-05 20:13:26,0,Нет поломки,0
2024-08-06 20:13:26,0,Нет поломки,0
2024-08-07 20:13:26,0,Нет поломки,0
2024-08-08 20:13:26,0,Нет поломки,0
2024-08-09 20:13:26,0,Нет поломки,0
2024-08-10 20:13:26,0,Нет поломки,0
2024-08-11 20:13:26,0,Нет поломки,0
2024-08-12 20:13:26,0,Нет поломки,0
2024-08-13 20:13:26,0,Нет поломки,0
2024-08-14 20:13:26,0,Нет поломки,0
2024-08-15 20:13:26,0,Нет поломки,0
2024-08-16 20:13:26,0,Нет поломки,0
2024-08-17 20:13:26,0,Нет поломки,0
2024-08-18 21:02:05,2,-,1
2024-08-18 21:46:26,3,-,1
2024-08-19 21:46:26,0,Нет поломки,0
2024-08-20 21:46:26,0,Нет поломки,0
2024-08-21 21:46:26,0,Нет поломки,0
2024-08-22 21:46:26,0,Нет поломки,0
2024-08-23 21:46:26,0,Нет поломки,0
2024-08-24 21:46:26,0,Нет поломки,0
2024-08-25 21:46:26,0,Нет поломки,0
2024-08-26 21:46:26,0,Нет поломки,0
2024-08-27 21:46:26,0,Нет поломки,0
2024-08-28 21:46:26,0,Нет поломки,0
2024-08-29 21:46:26,0,Нет поломки,0
2024-08-30 21:46:26,0,Нет поломки,0
2024-08-31 21:46:26,0,Нет поломки,0
2024-09-01 21:46:26,0,Нет поломки,0
2024-09-02 21:46:26,0,Нет поломки,0
2024-09-03 21:46:26,0,Нет поломки,0
2024-09-04 21:46:26,0,Нет поломки,0
2024-09-05 21:46:26,0,Нет поломки,0
2024-09-06 21:46:26,0,Нет поломки,0
2024-09-07 21:46:26,0,Нет поломки,0
2024-09-08 21:46:26,0,Нет поломки,0
2024-09-09 21:46:26,0,Нет поломки,0
2024-09-10 21:46:26,0,Нет поломки,0
2024-09-11 21:46:26,0,Нет поломки,0
2024-09-12 21:46:26,0,Нет поломки,0
2024-09-13 21:46:26,0,Нет поломки,0
2024-09-14 21:46:26,0,Нет поломки,0
2024-09-15 21:46:26,0,Нет поломки,0
2024-09-17 05:33:49,4,Тормозная пластина - №33,1
2024-09-17 05:55:04,4,Тормозная пластина - №22,1
2024-09-19 00:21:31,6,Тормозная пластина - №63,1
2024-09-19 00:30:19,5,Дроссель - №33,1
2024-09-20 00:30:19,0,Нет поломки,0
2024-09-21 00:30:19,0,Нет поломки,0
2024-09-22 00:30:19,0,Нет поломки,0
2024-09-23 00:30:19,0,Нет поломки,0
2024-09-24 00:30:19,0,Нет поломки,0
2024-09-25 00:30:19,0,Нет поломки,0
2024-09-26 00:30:19,0,Нет поломки,0
2024-09-27 00:30:19,0,Нет поломки,0
2024-09-28 16:02:21,79,-,1
2024-09-29 16:02:21,0,Нет поломки,0
2024-09-30 16:02:21,0,Нет поломки,0
2024-10-01 16:02:21,0,Нет поломки,0
2024-10-02 16:02:21,0,Нет поломки,0
2024-10-03 16:02:21,0,Нет поломки,0
2024-10-04 16:02:21,0,Нет поломки,0
2024-10-05 16:02:21,0,Нет поломки,0
2024-10-06 16:02:21,0,Нет поломки,0
2024-10-07 16:02:21,0,Нет поломки,0
2024-10-08 16:02:21,0,Нет поломки,0
2024-10-09 16:02:21,0,Нет поломки,0
2024-10-10 16:02:21,0,Нет поломки,0
2024-10-11 16:02:21,0,Нет поломки,0
2024-10-12 16:02:21,0,Нет поломки,0
2024-10-13 16:02:21,0,Нет поломки,0
2024-10-14 16:02:21,0,Нет поломки,0
2024-10-16 13:50:07,6,"Тормозная пластина - №24, 35, 101",1
2024-10-17 13:50:07,0,Нет поломки,0
2024-10-18 13:50:07,0,Нет поломки,0
2024-10-19 13:50:07,0,Нет поломки,0
2024-10-20 13:50:07,0,Нет поломки,0
2024-10-21 13:50:07,0,Нет поломки,0
2024-10-22 13:50:07,0,Нет поломки,0
2024-10-23 13:50:07,0,Нет поломки,0
2024-10-24 13:50:07,0,Нет поломки,0
2024-10-25 13:50:07,0,Нет поломки,0
2024-10-26 13:50:07,0,Нет поломки,0
2024-10-27 13:50:07,0,Нет поломки,0
2024-10-28 13:50:07,0,Нет поломки,0
2024-10-29 13:50:07,0,Нет поломки,0
2024-10-30 13:50:07,0,Нет поломки,0
2024-10-31 13:50:07,0,Нет поломки,0
2024-11-01 13:50:07,0,Нет поломки,0
2024-11-02 13:50:07,0,Нет поломки,0
2024-11-03 16:33:49,3,Тормозная пластина -,1
2024-11-03 17:04:31,2,Тормозная пластина -,1
2024-11-03 17:09:57,5,Дроссель -,1
2024-11-03 17:33:49,2,Тормозная пластина -,1
2024-11-03 17:39:13,4,Тормозная пластина -,1
2024-11-04 16:04:20,3,Тормозная пластина - №10,1
2024-11-04 19:15:34,2,Тормозная пластина - №66,1
2024-11-05 09:48:48,3,Тормозная пластина -,1
2024-11-06 09:48:48,0,Нет поломки,0
2024-11-07 09:48:48,0,Нет поломки,0
2024-11-08 09:48:48,0,Нет поломки,0
2024-11-09 09:48:48,0,Нет поломки,0
2024-11-10 09:48:48,0,Нет поломки,0
2024-11-11 09:48:48,0,Нет поломки,0
2024-11-12 09:48:48,0,Нет поломки,0
2024-11-13 09:48:48,0,Нет поломки,0
2024-11-14 09:48:48,0,Нет поломки,0
2024-11-15 09:48:48,0,Нет поломки,0
2024-11-16 09:48:48,0,Нет поломки,0
2024-11-17 09:48:48,0,Нет поломки,0
2024-11-18 09:48:48,0,Нет поломки,0
2024-11-19 09:48:48,0,Нет поломки,0
2024-11-21 03:12:49,4,-,1
2024-11-21 03:24:45,4,-,1
